,Question,Numbers,Equation,Answer,group_nums,Type,Variation Type,Body,Ques
577,adam has number0 more apples than jackie . jackie has number1 apples . together adam and jackie have number2 apples . has number3 apples more than adam and jackie together do . how many apples does adam have ?,4 10 2 6,+ number2 number3,8.0,"[0, 1, 2, 3, 4, 5, 35, 36, 37, 9, 10, 11, 17, 18, 19, 21, 22, 23]",Addition,"22, 11, 31, 33",adam has number0 more apples than jackie . jackie has number1 apples . together adam and jackie have number2 apples . has number3 apples more than adam and jackie together do .,how many apples does adam have ?
578,adam has number0 more apples than jackie . jackie has number1 oranges and number2 apples . how many apples does adam have ?,5 89 11,+ number0 number2,16.0,"[1, 2, 3, 4, 5, 9, 10, 11, 12, 13, 14, 19, 20, 21]",Addition,33,adam has number0 more apples than jackie . jackie has number1 oranges and number2 apples .,how many apples does adam have ?
579,helen the hippo and her friends are preparing for thanksgiving at helen 's house . helen baked number0 cookies yesterday number1 cookies this morning and number2 cookies the day before yesterday . how many cookies did helen bake till last night ?,31 270 419,+ number0 number2,450.0,"[1, 5, 38, 39, 40, 16, 17, 18, 19, 20, 21, 24, 25, 26]",Addition,"21, 11",helen the hippo and her friends are preparing for thanksgiving at helen 's house . helen baked number0 cookies yesterday number1 cookies this morning and number2 cookies the day before yesterday .,how many cookies did helen bake till last night ?
580,helen the hippo and her friends are preparing for thanksgiving at helen 's house . helen baked number0 chocolate chip cookies yesterday and number1 raisin cookies and number2 chocolate chip cookies this morning . how many chocolate chip cookies did helen bake ?,90 51 484,+ number0 number2,574.0,"[1, 7, 39, 40, 41, 16, 17, 18, 20, 22, 23, 24, 25, 26, 27, 28, 30]",Addition,33,helen the hippo and her friends are preparing for thanksgiving at helen 's house . helen baked number0 chocolate chip cookies yesterday and number1 raisin cookies and number2 chocolate chip cookies this morning .,how many chocolate chip cookies did helen bake ?
581,helen the hippo and her friends are preparing for thanksgiving at helen 's house . helen baked number0 chocolate chip cookies and number1 raisin cookies yesterday . and she baked number2 raisin cookies and number3 chocolate chip cookies this morning . how many chocolate chip cookies did helen bake ?,527 86 86 554,+ number0 number3,1081.0,"[1, 2, 7, 16, 17, 18, 20, 21, 22, 23, 24, 29, 30, 31, 32, 33, 34, 35, 37, 46, 47, 48]",Addition,33,helen the hippo and her friends are preparing for thanksgiving at helen 's house . helen baked number0 chocolate chip cookies and number1 raisin cookies yesterday . and she baked number2 raisin cookies and number3 chocolate chip cookies this morning .,how many chocolate chip cookies did helen bake ?
582,helen the hippo and her friends are preparing for thanksgiving at helen 's house . helen baked number0 chocolate chip cookies and number1 raisin cookies yesterday . and she baked number2 raisin cookies and number3 chocolate chip cookies this morning . how many raisin cookies did helen bake ?,144 397 85 403,+ number1 number2,482.0,"[1, 2, 6, 16, 17, 18, 20, 21, 22, 23, 24, 29, 30, 31, 32, 33, 34, 35, 37, 45, 46, 47]",Addition,"21, 13",helen the hippo and her friends are preparing for thanksgiving at helen 's house . helen baked number0 chocolate chip cookies and number1 raisin cookies yesterday . and she baked number2 raisin cookies and number3 chocolate chip cookies this morning .,how many raisin cookies did helen bake ?
583,helen the hippo and her friends are preparing for thanksgiving at helen 's house . helen baked number0 chocolate chip cookies yesterday and number1 raisin cookies and number2 chocolate chip cookies this morning . how many more chocolate chip cookies than raisin cakes did helen bake ?,19 231 237,- + number0 number2 number1,25.0,"[1, 2, 11, 43, 44, 45, 16, 17, 18, 20, 22, 23, 24, 25, 26, 27, 28, 30]",Subtraction,"21, 13",helen the hippo and her friends are preparing for thanksgiving at helen 's house . helen baked number0 chocolate chip cookies yesterday and number1 raisin cookies and number2 chocolate chip cookies this morning .,how many more chocolate chip cookies than raisin cakes did helen bake ?
584,helen the hippo and her friends are preparing for thanksgiving at helen 's house . helen baked number0 chocolate chip cookies and number1 raisin cookies yesterday . and she baked number2 raisin cookies and number3 chocolate chip cookies this morning . how many more chocolate chip cookies did helen bake yesterday compared to today ?,197 46 75 66,- number0 number3,131.0,"[1, 2, 8, 16, 17, 18, 20, 21, 22, 23, 24, 29, 30, 31, 32, 33, 34, 35, 37, 51, 52, 53]",Subtraction,"21, 11",helen the hippo and her friends are preparing for thanksgiving at helen 's house . helen baked number0 chocolate chip cookies and number1 raisin cookies yesterday . and she baked number2 raisin cookies and number3 chocolate chip cookies this morning .,how many more chocolate chip cookies did helen bake yesterday compared to today ?
585,helen the hippo and her friends are preparing for thanksgiving at helen 's house . helen baked number0 chocolate chip cookies and number1 raisin cookies yesterday . and she baked number2 raisin cookies and number3 chocolate chip cookies this morning . how many more raisin cookies did helen bake yesterday compared to today ?,519 300 280 359,- number1 number2,20.0,"[1, 2, 7, 16, 17, 18, 20, 21, 22, 23, 24, 29, 30, 31, 32, 33, 34, 35, 37, 50, 51, 52]",Subtraction,"21, 11",helen the hippo and her friends are preparing for thanksgiving at helen 's house . helen baked number0 chocolate chip cookies and number1 raisin cookies yesterday . and she baked number2 raisin cookies and number3 chocolate chip cookies this morning .,how many more raisin cookies did helen bake yesterday compared to today ?
586,katie had number0 ds games and her friends had number1 games . how many more games does katie have than her friends ?,81 59,- number0 number1,22.0,"[1, 2, 3, 4, 6, 8, 9, 10, 19, 20, 21]",Subtraction,11,katie had number0 ds games and her friends had number1 games .,how many more games does katie have than her friends ?
587,katie had number0 ds games and her new friends had number1 games and old friends had number2 games . how many games do her friends have in all ?,91 88 53,+ number1 number2,141.0,"[1, 2, 3, 4, 6, 9, 10, 11, 15, 16, 17, 25, 26, 27]",Addition,"21, 11",katie had number0 ds games and her new friends had number1 games and old friends had number2 games .,how many games do her friends have in all ?
588,katie had number0 new games and number1 old games . her friends had number2 new games . how many new games do they have together ?,78 86 48,+ number0 number2,126.0,"[1, 2, 3, 4, 5, 6, 7, 8, 12, 13, 14, 15, 22, 23, 24]",Addition,"21, 33, 11",katie had number0 new games and number1 old games . her friends had number2 new games .,how many new games do they have together ?
589,katie had number0 new games and number1 old games . her friends had number2 new games and number3 old games . how many new games do they have together ?,84 19 8 69,+ number0 number2,92.0,"[1, 2, 3, 4, 5, 6, 7, 8, 12, 13, 14, 15, 16, 17, 18, 19, 26, 27, 28]",Addition,"21, 33, 11",katie had number0 new games and number1 old games . her friends had number2 new games and number3 old games .,how many new games do they have together ?
590,katie had number0 new games and number1 old games . her friends had number2 new games and number3 old games . how many old games do they have number4,62 80 73 41 3,+ number1 number3,121.0,"[1, 2, 3, 4, 5, 6, 7, 8, 12, 13, 14, 15, 16, 17, 18, 19, 25, 26, 27, 28, 29]",Addition,"21, 33, 11",katie had number0 new games and number1 old games . her friends had number2 new games and number3 old games .,how many old games do they have number4
591,friends of katie had number0 games and she had number1 ds games . how many more games does katie have than her friends ?,57 63,- number1 number0,6.0,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 20, 21, 22]",Subtraction,31,friends of katie had number0 games and she had number1 ds games .,how many more games does katie have than her friends ?
592,katie had number0 new games and number1 old games . her friends had number2 new games . how many more games does katie have than her friends ?,57 39 34,- + number0 number1 number2,62.0,"[1, 2, 3, 4, 5, 6, 7, 8, 12, 13, 14, 15, 24, 25, 26]",Subtraction,"21, 11",katie had number0 new games and number1 old games . her friends had number2 new games .,how many more games does katie have than her friends ?
593,last week fred had number0 dollars and jason had number1 dollars . jason washed cars over the weekend and now has number2 dollars . how much money did jason make washing cars ?,60 19 33,- number2 number1,14.0,"[3, 4, 5, 8, 9, 10, 20, 21, 22, 29, 30, 31]",Subtraction,"21, 11",last week fred had number0 dollars and jason had number1 dollars . jason washed cars over the weekend and now has number2 dollars .,how much money did jason make washing cars ?
594,last week fred had number0 dollars and jason had number1 dollars . fred washed cars over the weekend and now has number2 dollars and jason did not work . how much money do they have together now ?,86 5 9,+ number1 number2,14.0,"[34, 3, 4, 5, 35, 36, 8, 9, 10, 20, 21, 22]",Addition,"21, 11",last week fred had number0 dollars and jason had number1 dollars . fred washed cars over the weekend and now has number2 dollars and jason did not work .,how much money do they have together now ?
595,last week fred had number0 dollars and jason had number1 dollars . they washed cars over the weekend and now fred has number2 dollars and jason has number3 dollars . how much money did fred earn over the weekend ?,19 16 40 69,- number2 number0,21.0,"[3, 4, 5, 36, 37, 8, 9, 10, 38, 14, 21, 22, 23, 26, 27, 28]",Subtraction,"33, 11",last week fred had number0 dollars and jason had number1 dollars . they washed cars over the weekend and now fred has number2 dollars and jason has number3 dollars .,how much money did fred earn over the weekend ?
596,last week fred had number0 dollars and jason had number1 dollars . they washed cars over the weekend and now fred has number2 dollars and jason has number3 dollars . how much money did jason make over the weekend ?,114 22 21 78,- number3 number1,56.0,"[3, 4, 5, 36, 37, 8, 9, 10, 38, 14, 21, 22, 23, 26, 27, 28]",Subtraction,"33, 11",last week fred had number0 dollars and jason had number1 dollars . they washed cars over the weekend and now fred has number2 dollars and jason has number3 dollars .,how much money did jason make over the weekend ?
