,Question,Numbers,Equation,Answer,group_nums,Type,Variation Type,Body,Ques,Grade,Ques_Statement
2325,Roden went to a pet shop . He bought number0 gold fish and number1 blue fish . How many fish did he buy ?,15.0 7.0,+ number0 number1,22.0,"[8, 9, 10, 12, 13, 14, 20, 21, 22]",,,Roden went to a pet shop . He bought number0 gold fish and number1 blue fish .,,,How many fish did he buy ?
2326,Sandy sold lemonade in her neighborhood . She got number0 half - dollars on Saturday and number1 half - dollars on Sunday . What amount of money did Sandy receive ?,17.0 6.0,+ * number0 0.5 * number1 0.5,11.5,"[8, 9, 10, 15, 16, 17, 27, 28, 29]",,,Sandy sold lemonade in her neighborhood . She got number0 half - dollars on Saturday and number1 half - dollars on Sunday .,,,What amount of money did Sandy receive ?
2327,A chocolate chip cookie recipe calls for number0 cups of chocolate chips . You want to make number1 recipes for a bake sale . How many cups of chocolate chips will be needed to make all the cookie recipes ?,2.0 23.0,* number0 number1,46.0,"[6, 7, 8, 16, 17, 18, 38, 39, 40]",,,A chocolate chip cookie recipe calls for number0 cups of chocolate chips . You want to make number1 recipes for a bake sale .,,,How many cups of chocolate chips will be needed to make all the cookie recipes ?
2328,"Alyssa has number0 blue balloons , Sandy has number1 blue balloons , and Sally has number2 blue balloons . How many blue balloons do they have in all ?",37.0 28.0 39.0,+ + number0 number1 number2,104.0,"[1, 2, 3, 7, 8, 9, 14, 15, 16, 25, 26, 27]",,,"Alyssa has number0 blue balloons , Sandy has number1 blue balloons , and Sally has number2 blue balloons .",,,How many blue balloons do they have in all ?
2329,"At the schools book fair Sam bought number0 adventure books and number1 mystery books . If number2 of the books were used , how many new books did he buy ?",13.0 17.0 15.0,- + number0 number1 number2,15.0,"[6, 7, 8, 10, 11, 12, 15, 16, 17, 27, 28, 29]",,,"At the schools book fair Sam bought number0 adventure books and number1 mystery books . If number2 of the books were used ,",,,how many new books did he buy ?
2330,Fred has number0 baseball cards . Keith bought number1 of Fred 's baseball cards . How many baseball cards does Fred have now ?,40.0 22.0,- number0 number1,18.0,"[1, 2, 3, 7, 8, 9, 22, 23, 24]",,,Fred has number0 baseball cards . Keith bought number1 of Fred 's baseball cards .,,,How many baseball cards does Fred have now ?
2331,There are number0 cards . number1 cards more are added . How many are there total ?,9.0 4.0,+ number0 number1,13.0,"[1, 2, 3, 4, 5, 6, 13, 14, 15]",,,There are number0 cards . number1 cards more are added .,,,How many are there total ?
2332,"April 's discount flowers was having a sale where each rose was number0 dollars . If April started with number1 roses and had number2 roses left , how much money did she earn ?",4.0 13.0 4.0,* number0 - number1 number0,36.0,"[11, 12, 13, 18, 19, 20, 22, 23, 24, 30, 31, 32]",,,"April 's discount flowers was having a sale where each rose was number0 dollars . If April started with number1 roses and had number2 roses left ,",,,how much money did she earn ?
2333,A garden has number0 rows and number1 columns of bean plans . How many plants are there in all ?,52.0 15.0,* number0 number1,780.0,"[2, 3, 4, 5, 6, 7, 16, 17, 18]",,,A garden has number0 rows and number1 columns of bean plans .,,,How many plants are there in all ?
2334,Lino picked up number0 shells at the seashore in the morning and number1 shells in the afternoon . How many shells did he pick up in all ?,292.0 324.0,+ number0 number1,616.0,"[2, 3, 4, 11, 12, 13, 24, 25, 26]",,,Lino picked up number0 shells at the seashore in the morning and number1 shells in the afternoon .,,,How many shells did he pick up in all ?
2335,number0 birds were sitting in a tree . number1 more birds flew up to the tree . How many birds were there altogether in the tree ?,14.0 21.0,+ number0 number1,35.0,"[0, 1, 7, 8, 9, 23, 24, 25]",,,number0 birds were sitting in a tree . number1 more birds flew up to the tree .,,,How many birds were there altogether in the tree ?
2336,Zach scored number0 points in the football game . Ben scored number1 points . How many more points did Zach score ?,42.0 21.0,- number0 number1,21.0,"[1, 2, 3, 10, 11, 12, 18, 19, 20]",,,Zach scored number0 points in the football game . Ben scored number1 points .,,,How many more points did Zach score ?
2337,number0 students were sitting at each table in the lunchroom . There are number1 tables . How many students were sitting in the lunchroom ?,6.0 34.0,* number0 number1,204.0,"[0, 1, 12, 13, 14, 21, 22, 23]",,,number0 students were sitting at each table in the lunchroom . There are number1 tables .,,,How many students were sitting in the lunchroom ?
2338,"At Tom 's Restaurant a group with number0 adults and number1 children came in to eat . If each meal cost number2 dollars , how much was the bill ?",2.0 5.0 8.0,* number2 + number0 number1,56.0,"[6, 7, 8, 9, 10, 11, 20, 21, 22, 26, 27, 28]",,,"At Tom 's Restaurant a group with number0 adults and number1 children came in to eat . If each meal cost number2 dollars ,",,,how much was the bill ?
2339,Megan had number0 files on her computer . She deleted number1 of them and put the rest into folders with number2 files in each one . How many folders did Megan end up with ?,93.0 21.0 8.0,/ - number0 number1 number2,9.0,"[1, 2, 3, 9, 10, 11, 19, 20, 21, 31, 32, 33]",,,Megan had number0 files on her computer . She deleted number1 of them and put the rest into folders with number2 files in each one .,,,How many folders did Megan end up with ?
2340,"Betty has number0 oranges stored in boxes . If there are number1 boxes , how many oranges must go in each box ?",24.0 3.0,/ number0 number1,8.0,"[1, 2, 3, 10, 11, 12, 19, 20, 21]",,,"Betty has number0 oranges stored in boxes . If there are number1 boxes ,",,,how many oranges must go in each box ?
2341,Students went to a concert in number0 buses . Each bus took number1 students . How many students went to the concert ?,8.0 45.0,* number0 number1,360.0,"[5, 6, 7, 11, 12, 13, 19, 20, 21]",,,Students went to a concert in number0 buses . Each bus took number1 students .,,,How many students went to the concert ?
2342,Alyssa has number0 books . Nancy has number1 times more books than Alyssa . How many books does Nancy have ?,36.0 7.0,* number0 number1,252.0,"[1, 2, 3, 6, 7, 8, 19, 20, 21]",,,Alyssa has number0 books . Nancy has number1 times more books than Alyssa .,,,How many books does Nancy have ?
2343,"Joe has number0 oranges that must be put away in boxes . Daniel comes to help and brings number1 cookies to share with Joe . If there are number2 boxes , how many oranges must go in each box ?",45.0 16.0 9.0,/ number0 number2,5.0,"[1, 2, 3, 17, 18, 19, 27, 28, 29, 36, 37, 38]",,,"Joe has number0 oranges that must be put away in boxes . Daniel comes to help and brings number1 cookies to share with Joe . If there are number2 boxes ,",,,how many oranges must go in each box ?
2344,Patricia starts with number0 candies . Albert takes number1 away . How many candies does Patricia end with ?,76.0 5.0,- number0 number1,71.0,"[2, 3, 4, 7, 8, 9, 15, 16, 17]",,,Patricia starts with number0 candies . Albert takes number1 away .,,,How many candies does Patricia end with ?
2345,"Joyce has number0 eggs . Marie gives Joyce number1 more . Later , Joyce buys number2 erasers at the store . How many eggs does Joyce have in all ?",8.0 6.0 13.0,+ number0 number1,14.0,"[1, 2, 3, 7, 8, 9, 14, 15, 16, 26, 27, 28]",,,"Joyce has number0 eggs . Marie gives Joyce number1 more . Later , Joyce buys number2 erasers at the store .",,,How many eggs does Joyce have in all ?
2346,"Tammy drove number0 miles in one hour . At that rate , how far can she drive in number1 hours ?",55.0 36.0,* number0 number1,1980.0,"[1, 2, 3, 17, 18, 19, 17, 18, 19]",,,"Tammy drove number0 miles in one hour . At that rate ,",,,how far can she drive in number1 hours ?
2347,Emily collected eggs from the hen and put them into number0 baskets . She put number1 eggs into each basket . How many eggs did Emily collect ?,303.0 28.0,* number0 number1,8484.0,"[9, 10, 11, 14, 15, 16, 24, 25, 26]",,,Emily collected eggs from the hen and put them into number0 baskets . She put number1 eggs into each basket .,,,How many eggs did Emily collect ?
2348,Edward and his friend were buying trick decks from the magic shop for number0 dollars each . How much did they spend if Edward bought number1 decks and his friend bought number2 decks ?,9.0 4.0 4.0,* number0 + number1 number1,72.0,"[12, 13, 14, 24, 25, 26, 30, 31, 32, 30, 31, 32]",,,Edward and his friend were buying trick decks from the magic shop for number0 dollars each .,,,How much did they spend if Edward bought number1 decks and his friend bought number2 decks ?
2349,"Nancy was organizing her book case making sure each of the shelves had exactly number0 books on it . If she had number1 shelves of mystery books and number2 shelves of picture books , how many books did she have total ?",6.0 2.0 6.0,* number0 + number0 number1,48.0,"[13, 14, 15, 21, 22, 23, 27, 28, 29, 38, 39, 40]",,,"Nancy was organizing her book case making sure each of the shelves had exactly number0 books on it . If she had number1 shelves of mystery books and number2 shelves of picture books ,",,,how many books did she have total ?
2350,"Jane ’ s dad brought home number0 marble potatoes . If Jane ’ s mom made potato salad for lunch and served an equal amount of potatoes to Jane , herself and her husband , how many potatoes did each of them have ?",24.0,/ number0 3.0,8.0,"[4, 5, 6, 7, 5, 6, 7, 8, 5, 6, 7, 8]",,,"Jane ’ s dad brought home number0 marble potatoes . If Jane ’ s mom made potato salad for lunch and served an equal amount of potatoes to Jane , herself and her husband ,",,,how many potatoes did each of them have ?
2351,Mr. Guzman bought number0 doughnuts packed equally into number1 boxes . How many doughnuts were in each box ?,48.0 4.0,/ number0 number1,12.0,"[2, 3, 4, 7, 8, 9, 15, 16, 17]",,,Mr. Guzman bought number0 doughnuts packed equally into number1 boxes .,,,How many doughnuts were in each box ?
2352,A group of number0 friends went into a restaurant . The chef already had number1 chicken wings cooked but cooked number2 more for the group . If they each got the same amount how many would each person get ?,4.0 9.0 7.0,/ + number1 number2 number0,4.0,"[2, 3, 4, 13, 14, 15, 19, 20, 21, 36, 37, 38]",,,A group of number0 friends went into a restaurant . The chef already had number1 chicken wings cooked but cooked number2 more for the group . If they each got the same amount,,,how many would each person get ?
2353,"At the arcade Victor won number0 tickets . If he spent number1 tickets on a beanie and later won number2 more tickets , how many would he have ?",46.0 27.0 39.0,- + number0 number2 number1,58.0,"[4, 5, 6, 10, 11, 12, 18, 19, 20, 25, 26, 27]",,,"At the arcade Victor won number0 tickets . If he spent number1 tickets on a beanie and later won number2 more tickets ,",,,how many would he have ?
2354,Sally grew number0 turnips and number1 pumpkins . Mary grew number2 turnips . How many turnips did they grow in total ?,113.0 118.0 129.0,+ number0 number2,242.0,"[1, 2, 3, 4, 5, 6, 9, 10, 11, 18, 19, 20]",,,Sally grew number0 turnips and number1 pumpkins . Mary grew number2 turnips .,,,How many turnips did they grow in total ?
2355,A store had number0 oranges in a bin . If they threw away number1 of the old ones and put number2 new ones in the bin how many would be in the bin ?,31.0 9.0 38.0,- + number0 number2 number1,60.0,"[2, 3, 4, 12, 13, 14, 19, 20, 21, 30, 31, 32]",,,A store had number0 oranges in a bin . If they threw away number1 of the old ones and put number2 new ones in the bin,,,how many would be in the bin ?
2356,"Logan recorded the snowfall every day during a snowstorm . He recorded number0 centimeter on Wednesday , number1 centimeter on Thursday , and number2 centimeter on Friday . How many total centimeters of snow did Logan record ?",0.3333333333333333 0.3333333333333333 0.2222222222222222,+ + number0 number0 number2,0.8888888888888888,"[11, 12, 13, 16, 17, 18, 22, 23, 24, 34, 35, 36]",,,"Logan recorded the snowfall every day during a snowstorm . He recorded number0 centimeter on Wednesday , number1 centimeter on Thursday , and number2 centimeter on Friday .",,,How many total centimeters of snow did Logan record ?
